place_id,place_name,city,category,activities,province,duration,budget_level,tourist_type,description,latitude,longitude,image
93,Seto Gumba,Kathmandu,Cultural,"Meditation,Monastery Visit,Photography,Sightseeing",Bagmati Province,1-4 Days,Low,Both,"Seto Gumba, also called the White Monastery, is a striking Buddhist monastery in Kathmandu. The monastery is known for its bright white buildings and golden decorations. Its peaceful environment attracts visitors seeking quiet and spiritual atmosphere. The complex contains prayer halls, statues, and beautifully painted artwork. The elevated location offers panoramic views of the valley and surrounding hills. It is one of the most photogenic monasteries near Kathmandu.",27.7424,85.2924,whitemonastery.jpg
20,Shivapuri Nagarjun National Park,Kathmandu,"Nature,Wildlife,Treeking","Hiking,Bird Watching,Nature Walk",Bagmati Province,1-4 Days,Low,Both,"Encompassing the northern ridges of the Kathmandu Valley, this park is a vital natural water catchment. It features dense, pristine forests of oak, rhododendron, and pine that harbor surprisingly rich and varied wildlife. The park is highly popular among city dwellers for day hiking, birdwatching, and escaping the urban bustle. Key trails lead to the sacred origins of rivers at Bagdwar and Bishnudwar, hidden deep within the woods. The higher ridges offer glimpses of the snow-capped Himalayas peering through the thick, green forest canopy. It serves as a refreshing, biodiverse green lung that provides an instant nature fix right next to the capital.",27.8007,85.3775,shivapuri-national-park.jpeg
105,Sundarijal,Kathmandu,Nature,"Hiking,Waterfall Visit,Nature Walk,Photography",Bagmati Province,1-4 Days,Low,Both,"Sundarijal is a scenic natural area on the northeastern edge of Kathmandu Valley. It serves as a gateway to Shivapuri National Park and Helambu trekking routes. The area is famous for waterfalls, forests, and freshwater streams. Hikers can enjoy easy walks as well as longer mountain trails. The cool environment makes it popular during weekends and holidays. It is one of the best nearby escapes for nature lovers in Kathmandu.",27.7766,85.4309,sundarijal.jpg
129,Sundarijal to Chisapani Trail,Kathmandu,"Nature,Trekking,Adventure","Trekking,Camping,Waterfall Viewing",Bagmati Province,1-4 Days,Low,Both,"Sundarijal to Chisapani is a classic gateway trek leading into Shivapuri Nagarjun National Park through waterfalls, forests, streams, and Tamang villages before reaching Chisapani.",27.7619,85.4208,sundarijal_chisapani.jpg
95,Swayambhunath Stupa,Kathmandu,Cultural,"Temple Visit,Meditation,Sightseeing,Photography",Bagmati Province,1-4 Days,Low,Both,Swayambhunath Stupa is one of the oldest and most sacred Buddhist sites in Nepal. It stands on a hill overlooking Kathmandu Valley. The white dome and golden spire are decorated with the famous Buddha eyes. Monkeys living around the temple have earned it the nickname (Monkey Temple). Visitors can enjoy panoramic sunrise and sunset views from the hilltop. The site is important to both Buddhists and Hindus.,27.7149,85.2903,swayambhu.jpg
106,Taudaha Lake,Kathmandu,Nature,"Bird Watching,Photography,Relaxation,Sightseeing",Bagmati Province,1-4 Days,Low,Both,"Taudaha Lake is a peaceful freshwater lake located on the southern side of Kathmandu. The lake is associated with legends connected to the Kathmandu Valley. It is an important stop for migratory birds during winter months. Visitors can relax, enjoy nature, and observe birdlife around the lake. The calm water and surrounding greenery create a tranquil atmosphere. It is a perfect destination for a short nature outing.",27.6577,85.2835,taudaha.webp
89,Balthali Village Trek,Kavrepalanchok,"Trekking,Cultural","Hiking,Cultural Tour,Village Walk,Photography",Bagmati Province,1-4 Days,Low,Both,"Balthali Village Trek is an easy and peaceful cultural trekking destination in Kavrepalanchok.The trail passes through traditional villages, terraced farms, forests, and green hills.Trekkers can visit Panauti, Namo Buddha, and experience authentic rural lifestyles.The area is rich in Newari and Tamang culture with warm local hospitality.Beautiful countryside landscapes make it an excellent destination for photography and relaxation.It is a perfect short trek for families, beginners, and cultural travelers.",27.5535,85.5578,balthali village trek.jpg
112,Bethanchok Narayan Danda,Kavrepalanchok,Nature,"Hiking,Camping,Sunrise Viewing,Photography",Bagmati Province,1-4 Days,Low,Both,"Bethanchok Narayan Danda is the highest hill in Kavrepalanchok district. The hill offers panoramic views of the Himalayan range and surrounding valleys. The hiking trail passes through forests, grasslands, and small villages. Visitors often camp near the summit to enjoy sunrise views. The area remains relatively less crowded and peaceful. It is a hidden gem for hikers and nature enthusiasts.",27.5028,85.6378,bethanchok.jpg
96,Namo Buddha Monastery,Kavrepalanchok,Cultural,"Meditation,Temple Visit,Photography,Pilgrimage",Bagmati Province,1-4 Days,Low,Both,"Namo Buddha Monastery is one of Nepal's most sacred Buddhist pilgrimage destinations. It is associated with the legend of Prince Mahasattva's act of compassion. The monastery complex includes prayer halls, stupas, and meditation areas. Surrounding hills and forests create a calm and spiritual atmosphere. Pilgrims and tourists visit throughout the year for worship and meditation. The location also offers beautiful views of the countryside and Himalayas.",27.5974,85.6123,namobuddha.jpg
98,Palanchok Bhagwati Temple,Kavrepalanchok,Cultural,"Temple Visit,Pilgrimage,Sightseeing,Photography",Bagmati Province,1-4 Days,Low,Both,"Palanchok Bhagwati Temple is a famous Hindu temple dedicated to Goddess Bhagwati. It is one of the most visited pilgrimage sites in Kavrepalanchok district. Devotees come to seek blessings for protection, prosperity, and success. The temple is surrounded by hills and traditional villages. Religious festivals bring large numbers of pilgrims from across Nepal. The peaceful setting also attracts visitors interested in culture and photography.",27.5026,85.6618,palanchowkbhagawati.jpg
72,Bungamati,Lalitpur,Cultural,"Cultural Tour,Sightseeing,Photography",Bagmati Province,1-4 Days,Low,Both,"Bungamati is a charming Newari village located just south of Kathmandu, renowned for its vibrant woodcarving tradition and authentic cultural heritage. The village is considered the ancestral home of the legendary Nepali woodcarvers who created intricate temple decorations found throughout the valley. The ancient Machhendranath Temple sits at the village center, featuring exquisite carvings and hosting important religious festivals annually. Visitors can explore narrow alleys lined with red-brick houses, traditional workshops, and temples showcasing centuries-old Newari architecture. The villagers welcome visitors warmly, offering insights into their daily lives, festivals, and cultural practices. Bungamati provides an authentic rural experience, allowing visitors to escape city crowds while immersing themselves in Newari culture.",27.6154,85.3142,bungmati.webp
126,Hattiban,Lalitpur,Adventure,"Rock Climbing,Hiking,Photography",Bagmati Province,1-4 Days,Medium,Both,Hattiban is a popular outdoor recreation area south of Kathmandu. It is well known for rock climbing routes suitable for beginners and experts. Forest trails provide excellent opportunities for hiking and birdwatching. The cool natural environment makes it a favorite weekend escape. Photographers enjoy the greenery and surrounding hill landscapes. Hattiban is one of the best adventure spots close to Kathmandu Valley.,27.5942,85.3315,hattiban.jpg
58,Patan Durbar Square,Lalitpur,Cultural,"Temple Visit,Sightseeing,Photography",Bagmati Province,1-4 Days,Low,Both,"Patan Durbar Square is a UNESCO World Heritage Site that stands as the crown jewel of Newari culture and architecture in Nepal. Located in the heart of Lalitpur city, this magnificent complex features stunning temples, ancient palaces, and intricately carved wooden structures dating back centuries. The square showcases the finest examples of Newari craftsmanship with its ornate temples dedicated to various Hindu deities and Buddhist traditions. The former royal palace now houses the Patan Museum, displaying exquisite bronze statues, traditional artifacts, and historical treasures. Visitors can admire the Krishna Temple with its striking Shikhara-style architecture and 21 golden spires. The vibrant atmosphere of the square, with its stone sculptures, courtyards, and bustling daily life, creates an unforgettable cultural experience for all visitors.",27.673,85.3256,Patandurbar.webp
59,Phulchoki Hill & Forest,Lalitpur,Nature,"Hiking,Mountain Biking,Sunrise Viewing,Photography,Camping,Bird Watching ",Bagmati Province,1-4 Days,Low,Both,"Phulchoki Hill is the highest point in the Kathmandu Valley, reaching over 2,700 meters above sea level and offering spectacular views. The forested slopes of Phulchoki are renowned as a premier bird-watching destination, hosting over 265 recorded bird species including many migratory visitors. Hiking trails wind through dense forests of pine, oak, and rhododendron, providing excellent opportunities for nature photography and peaceful walks. The summit rewards climbers with breathtaking panoramic views of the Himalayan range, stretching from Annapurna to the Everest region on clear days. The area holds religious significance with a small shrine dedicated to the goddess Phulchoki at the summit. Adventure enthusiasts can combine hiking with mountain biking along the scenic forested trails surrounding this magnificent hill.",27.578,85.417,Pulchoki.jpg
128,Phulchowki Peak & Ridge Trail,Lalitpur,"Nature,Trekking,Wildlife","Hiking,Bird Watching,Nature Walk",Bagmati Province,1-4 Days,Low,Both,"Phulchowki Peak is the highest elevation point surrounding the Kathmandu Valley, reaching through dense oak and rhododendron forests. The scenic ridge trail is internationally famous among birdwatchers and flora enthusiasts for its incredible biodiversity. At the top, a sacred shrine and panoramic viewpoints showcase breathtaking vistas stretching from the Annapurna range all the way to Mt. Everest.",27.5794,85.3992,phulchowki.jpg
120,Daman,Makwanpur,Adventure,"Paragliding,Hiking,Camping,Photography",Bagmati Province,1-4 Days,Medium,Both,"Daman is a scenic hill station on the Tribhuvan Highway. The viewpoint offers one of the widest Himalayan panoramas in Nepal. Adventure activities such as paragliding, hiking, and camping are available nearby. Cool weather and forest surroundings create a refreshing atmosphere. Visitors often stay overnight to enjoy sunrise and stargazing. Daman is a perfect blend of nature and adventure.",27.6069,85.0908,daman.jpg
109,Markhu,Makwanpur,Nature,"Boating,Fishing,Photography,Relaxation",Bagmati Province,1-4 Days,Medium,Both,"Markhu is a picturesque lakeside destination near Indrasarovar in Makwanpur. The area is famous for boating, fishing, and fresh local fish dishes. Surrounding hills and forests create a beautiful natural setting. Visitors can relax by the water or explore nearby villages. The cool climate makes it enjoyable throughout much of the year. It is an excellent getaway for couples, families, and nature lovers.",27.6105,85.02,markhu.webp
108,Tistung,Makwanpur,Nature,"Nature Walk,Photography,Village Tour,Sightseeing",Bagmati Province,1-4 Days,Low,Both,"Tistung is a beautiful countryside destination in Makwanpur district. The area is known for terraced fields, traditional villages, and green hills. Visitors can experience authentic rural life and local culture. Nature walks through farms and forests are relaxing and scenic. The peaceful environment is ideal for photography and short retreats. Tistung offers a refreshing break from urban life.",27.543,85.086,tistung.jpg
19,Nagarkot,Nagarkot,Nature,"Sunrise Viewing,Hiking,Mountain Biking",Bagmati Province,1-4 Days,Low,Both,"Perched gracefully on the northeastern rim of the Kathmandu Valley, this hill station is famous for its panoramas. It offers one of the broadest and most spectacular views of the central Himalayan range available near the capital. Visitors flock here in the early morning to witness breathtaking sunrises that paint the snowy peaks in gold. The surrounding area is dotted with walking trails that wind through terraced farmlands and quiet pine forests. It has evolved into a popular hub for mountain biking, weekend hiking, and relaxing luxury resort stays. It is the perfect, easily accessible destination for travelers wanting to experience mountain views without a long trek.",27.7172,85.5245,nagarkot.jpg
107,Kakani,Nuwakot,Nature,"Sunrise Viewing,Hiking,Photography,Nature Walk",Bagmati Province,1-4 Days,Low,Both,"Kakani is a popular hill station northwest of Kathmandu. The area offers stunning views of Ganesh Himal, Langtang, and other Himalayan ranges. Cool weather makes it a pleasant retreat throughout the year. Visitors can enjoy hiking, cycling, and strawberry farming experiences. Sunrise and sunset views are particularly impressive from the hilltops. It is a favorite weekend destination for families and photographers.",27.8038,85.2465,kakani.jpg
137,Kakani Mountain Biking Trail,Nuwakot,"Adventure,Nature","Mountain Biking,Trail Riding,Photography",Bagmati Province,1-4 Days,Low,Both,A mountain biking destination with forest trails and panoramic views of Ganesh Himal and the Kathmandu Valley.,27.8058,85.2536,kakani_biking.jpg
117,Dudh Pokhari,Ramechhap,Nature,"Hiking,Camping,Photography",Bagmati Province,5-9 Days,Medium,Both,"Dudh Pokhari is a sacred alpine lake located in the hills of Ramechhap. The lake is surrounded by pristine forests and mountain landscapes. Trekking routes to the lake pass through remote villages and ridges. Camping near the lake provides a memorable wilderness experience. The area is ideal for photography, hiking, and spiritual reflection. Dudh Pokhari remains a relatively less explored natural destination.",27.5285,86.097,dudhpokhari.jpg
24,Gosaikunda Lake Trek,Rasuwa,"Trekking,Nature,Adventure","Hiking,Camping,Pilgrimage",Bagmati Province,5-9 Days,Medium,Both,"Ascending to a spectacular alpine altitude of 4,380 meters, this sacred lake trek is deeply moving. The pristine, turquoise waters are surrounded by sharp snow peaks and hold immense religious value for Hindus. Thousands of pilgrims make the arduous journey during the Janai Purnima festival to bathe in the freezing water. The trail climbs steeply through the lush, biodiverse forests of Langtang National Park, offering great wildlife views. Trekkers are treated to expansive vistas of the Ganesh and Langtang mountain ranges throughout the steady ascent. It is a brilliant, shorter trek that combines challenging high-altitude hiking with deep cultural mysticism.",28.0833,85.4167,gosaikunda .jpg
103,Langtang National Park,Rasuwa,"Nature,Wildlife","Wildlife Watching,Bird Watching,Nature Walk,Photography",Bagmati Province,1-4 Days,Medium,Both,"Langtang National Park is Nepal's first Himalayan national park. It protects forests, alpine meadows, glaciers, and mountain ecosystems. The park is home to red pandas, musk deer, black bears, and many birds. Popular trekking routes pass through traditional Tamang villages. Visitors can enjoy wildlife watching, hiking, and mountain photography. The park offers a remarkable combination of nature and culture.",28.2116,85.556,langtang.jpg
131,Langtang–Gosaikunda–Helambu Grand Traverse,Rasuwa,"Nature,Trekking,Cultural,Wildlife","Trekking,Cultural Tour,High Pass Crossing",Bagmati Province,10+ Days,High,Both,"A multi-day Himalayan circuit linking Langtang Valley, Gosaikunda, and Helambu through alpine forests, sacred lakes, and Tamang and Hyolmo settlements.",28.2142,85.3525,grand_traverse.jpg
133,Naya Kanga Peak Climbing Trek,Rasuwa,"Adventure,Trekking,Nature","Peak Climbing,Mountaineering,Trekking",Bagmati Province,10+ Days,High,Both,A trekking peak in Langtang National Park offering technical climbing and panoramic Himalayan views.,28.1683,85.5514,naya_kanga.jpg
81,Tamang Heritage Trail,Rasuwa,"Cultural,Trekking","Hiking,Cultural Tour,Homestay,Photography",Bagmati Province,5-9 Days,Medium,Both,"The Tamang Heritage Trail is a community-based trekking route showcasing the rich culture of the Tamang people in Nepal's Rasuwa district. This unique trail takes visitors through traditional villages, Buddhist monasteries, and sacred sites preserved by the local communities. Trekkers experience homestays with Tamang families, sharing traditional meals, cultural performances, and stories passed down through generations. The route offers spectacular views of the Langtang range and Ganesh Himal, especially from the high villages perched on the ridge. Visitors can explore ancient monasteries, observe traditional handicrafts, and participate in local festivals if timing coincides. This socially responsible trek contributes directly to community development and cultural preservation.",28.1875,85.31,tamang heritage trail.jpg
132,Tilman Pass High-Altitude Traverse,Rasuwa,"Nature,Trekking,Adventure,Wildlife","High Altitude Trekking,Camping,Glacier Walking",Bagmati Province,10+ Days,High,Both,"A demanding expedition across the 5,320 m Tilman Pass through glaciers, alpine wilderness, and remote mountain landscapes.",28.16,85.7,tilman_pass.jpg
118,Bajrayogini Hill,Sankhu,Nature,"Hiking,Photography,Sightseeing,Sunrise Viewing",Bagmati Province,1-4 Days,Low,Both,"Bajrayogini Hill rises above the ancient town of Sankhu. The hill offers peaceful hiking trails through forests and shrines. From the top, visitors can enjoy panoramic views of Kathmandu Valley. The area has both natural beauty and religious significance. Sunrise photography is especially popular among local hikers. It is a rewarding short hike near the eastern side of the valley.",27.7394,85.4687,bajrayogini.jpg
25,Chitwan National Park,Sauraha,"Wildlife,Nature,Safari","Canoeing,Bird Watching,Photography",Bagmati Province,1-4 Days,Medium,Both,"Sprawling across the subtropical inner Terai lowlands, this famous park is a jewel of conservation history. As a premier UNESCO World Heritage Site, it protects one of the last remaining populations of single-horned rhinos. The park's diverse ecosystem comprises dense Sal forests, vast elephant grasslands, and winding river channels. Visitors can explore the jungle via exciting jeep safaris, peaceful dugout canoe rides, and guided foot walks. It is home to royal Bengal tigers, gharial crocodiles, sloth bears, and over 500 species of birds. The adjacent Tharu villages offer cultural tours, traditional stick dances, and authentic local hospitality.",27.5291,84.3542,chitwan.jpg
134,Bhote Koshi River Bungee & Rafting,Sindhupalchok,"Adventure,Nature","Bungee Jumping,Rafting,Canyoning",Bagmati Province,1-4 Days,Low,Both,"A premier adventure destination featuring bungee jumping, white-water rafting, canyoning, and spectacular river gorge scenery.",27.8733,85.8911,bhote_koshi_adventure.jpg
22,Bhotekoshi River Rafting,Sindhupalchok,Adventure,"Rafting,Bungee Jumping,Camping",Bagmati Province,1-4 Days,Low,Both,"Carving its way through deep, dramatic mountain gorges, this roaring river is an absolute paradise for thrill-seekers. Fed by glaciers from Tibet, it is widely considered one of Nepal's steepest and most challenging rafting waters. The river features continuous, high-intensity rapids that demand expert navigation, teamwork, and intense physical effort. Along its steep banks sits the famous Last Resort, a hub for extreme sports like canyoning and swinging. It is globally famous for hosting one of the world's most terrifying, spectacular bridge bungee jumps. It delivers an adrenaline-fueled weekend getaway perfectly tailored for true adventure enthusiasts and adrenaline junkies.",27.96,85.95,Bhotekoshi.jpg
85,Jugal Himal Trek,Sindhupalchok,Trekking,"Hiking,Camping,Photography",Bagmati Province,10+ Days,High,Both,"The Jugal Himal Trek is a remote and challenging camping trek that explores the pristine landscapes of the Jugal Himal range. This demanding route traverses rugged terrain, high mountain passes, and isolated valleys offering dramatic views of the snow-capped peaks. Trekkers experience complete wilderness adventure with wildlife sightings including Himalayan tahrs, red pandas, and diverse bird species. The trail offers spectacular views of the Jugal Himal range and neighboring peaks stretching toward the Tibetan border. Cultural encounters with Tamang and Sherpa communities provide insights into traditional mountain lifestyles and Buddhist practices. This remote expedition requires self-sufficiency and excellent physical conditioning but rewards with untouched natural beauty and genuine wilderness experience.",27.98,86.05,jugal himal.jpg
84,Panch Pokhari Trek,Sindhupalchok,"Cultural,Trekking","Hiking,Camping,Pilgrimage,Photography",Bagmati Province,5-9 Days,Medium,Both,"The Panch Pokhari Trek is a scenic journey to five sacred alpine lakes situated beneath the Jugal Himal range in Sindhupalchok district. The trek combines adventure with pilgrimage, as the lakes hold deep religious significance for Hindus who believe them blessed by Lord Shiva. Trekkers pass through lush rhododendron and pine forests, terraced farmlands, and traditional Tamang villages along the way. The high-altitude lakes, surrounded by pristine alpine meadows and snow-capped peaks, create a spectacular and peaceful mountain environment. Local communities visit the site for the Janai Purnima festival, making the lakes especially vibrant during this time. This moderate-to-challenging trek offers exceptional mountain scenery and spiritual significance away from the crowds.",27.818,85.805,panch_pokhari.jpg
119,Tarke Ghyang,Sindhupalchok,Nature,"Hiking,Camping,Cultural Tour,Photography",Bagmati Province,5-9 Days,Medium,Both,"Tarke Ghyang is a beautiful Sherpa village in the Helambu region. The village is surrounded by forests, mountains, and terraced fields. Traditional Buddhist culture is visible in monasteries, prayer walls, and local customs. Trekkers can enjoy peaceful trails and warm local hospitality. The area offers excellent opportunities for photography and cultural exploration. It is one of the highlights of the Helambu trekking route.",28.0225,85.5675,tarke_ghyang.jpg
88,Chisapani-Helambu Trek,Sundarijal,Trekking,"Hiking,Camping,Photography",Bagmati Province,5-9 Days,Medium,Both,"Chisapani–Helambu Trek is one of the most popular short trekking routes near Kathmandu.The journey begins at Sundarijal and passes through Shivapuri National Park.Trekkers walk through lush forests, waterfalls, Tamang villages, and beautiful farmlands.The trail offers stunning views of the Langtang and Jugal Himalayan ranges.Visitors can experience traditional mountain culture and peaceful natural surroundings.It is an excellent trek for those seeking adventure within a week.",27.7806,85.4305,helambu trek.webp
23,Langtang Valley Trek,Syabrubesi,"Nature,Trekking,Wildlife,Cultural","Hiking,Camping,Nature Walk,Cultural Tour",Bagmati Province,5-9 Days,Low,Both,"Reachable via a short drive from Kathmandu, this beautiful valley trek is a favorite for its classic landscapes. The route winds through dense bamboo forests, rushing rivers, and traditional Tamang and Sherpa villages. As you ascend, the valley opens up into dramatic alpine pastures dominated by the towering Langtang Lirung. The region was heavily impacted by the 2015 earthquake but has rebuilt successfully with beautiful local teahouses. Trekkers can sample handmade yak cheese at local factories and explore ancient, wind-swept Buddhist monasteries. It offers an authentic, high-altitude Himalayan trekking experience compressed into a highly manageable timeframe.",28.2116,85.556,Langtang.jpg




69,Baglung Kalika Temple,Baglung,Cultural,"Temple Visit,Pilgrimage,Sightseeing",Gandaki Province,1-4 Days,Medium,Both,"Baglung Kalika Temple is a revered Hindu temple complex situated in the Kaligandaki River valley in the Gandaki region of Nepal. Dedicated to Goddess Kalika, an embodiment of divine feminine power, this temple attracts thousands of devotees during major festivals. The temple complex features stunning pagoda-style architecture with intricate wood carvings and metalwork typical of traditional Nepali temples. Surrounded by lush subtropical forests and terraced hills, the site offers a peaceful environment for worship and meditation. Pilgrims travel from across Nepal to participate in religious ceremonies and seek blessings from the goddess. The temple's scenic location and spiritual significance make it one of central Nepal's most important religious and cultural destinations.",28.2721,83.5898,baglung.jpg
37,Dhorpatan Hunting Reserve,Baglung,Wildlife,"Wildlife Watching,Trekking,Photography",Gandaki Province,5-9 Days,Medium,Both,"Holding the distinction of being Nepal's only dedicated hunting reserve, this area is unique and remote. It occupies a vast, high-altitude landscape characterized by alpine meadows, bogs, and dense forests. The reserve is strictly regulated to allow controlled, seasonal hunting of specific trophy species like the Blue Sheep. It is surrounded by the spectacular, rugged peaks of the Dhaulagiri mountain range on all sides. The area is highly isolated, offering pristine trekking routes through untouched valleys and traditional villages. It serves as an elite destination catering to specialized international wildlife enthusiasts and wilderness trekkers.",28.48,83.1,Dhorpatan-Hunding-Reserve.jpg
29,Ghandruk,Ghandruk,"Nature,Cultural","Cultural Tour,Hiking,Photography",Gandaki Province,3-4 Days,Medium,Both,"Perched on a sunny hillside facing the mountains, this large settlement is the quintessential Gurung village. It is celebrated for its traditional, neatly stacked slate-roofed stone houses and clean cobblestone alleys. The village offers an uninterrupted, jaw-dropping view of Annapurna South, Hiunchuli, and the sacred Machhapuchhre peak. Visitors can dress in traditional Gurung costumes, explore the local cultural museum, and enjoy warm homestays. It serves as a major, highly comfortable overnight stop along the popular Annapurna trekking circuits. The village beautifully showcases how local community-based tourism can successfully preserve authentic mountain heritage.",28.3736,83.8079,ghandruk.jpg
74,Gorkha Durbar,Gorkha,Cultural,"Sightseeing,Temple Visit,Photography",Gandaki Province,1-4 Days,Medium,Both,"Gorkha Durbar is a historic hilltop palace and fortress that holds immense significance in Nepal's national history. This was the ancestral home of King Prithvi Narayan Shah, the founder of modern Nepal, who launched his unification campaigns from this strategic location. The palace complex sits dramatically on a ridge overlooking the surrounding hills, offering breathtaking views of the Manaslu and Annapurna ranges. Visitors climb a steep stone staircase to explore the palace interiors, coronation halls, and the famous Kalika Temple dedicated to the royal lineage's patron goddess. The surrounding area features ancient stone carvings, inscriptions, and temples reflecting the region's historical importance. Gorkha Durbar is a pilgrimage site for Nepali citizens, honoring the birthplace of the nation's unification movement.",28.0004,84.6318,Gorkha.jpg
56,Manakamana Temple,Gorkha,Cultural,"Temple Visit,Pilgrimage,Sightseeing",Gandaki Province,1-4 Days,Medium,Both,"Manakamana Temple is a sacred and revered Hindu temple perched atop a scenic hill in Gorkha District of central Nepal. Dedicated to Goddess Manakamana, meaning 'the one who fulfills wishes,' the temple attracts countless devotees seeking blessings and divine intervention. The temple is unique in that it has been accessible since 1998 via a spectacular cable car ride spanning over three kilometers across the Trishuli River valley. Visitors are rewarded with breathtaking panoramic views of the Ganesh Himal, Manaslu, and Annapurna ranges from the temple premises. The temple's hilltop location offers a peaceful atmosphere surrounded by lush forests and terraced landscapes. Combining spiritual fulfillment with stunning Himalayan vistas, the Manakamana Temple experience is unforgettable for pilgrims and tourists alike.",27.8167,84.7833,manakamana.jpg
199,Australian Camp,Kaski,"Wildlife,Trekking","Hiking,Camping,Photography",Gandaki Province,1-4 Days,Medium,Both,A popular hiking destination offering breathtaking sunrise and sunset views over the Annapurna range.,28.3307,83.8265,australiancamp.jpg
200,Dhampus Village,Kaski,"Cultural,Trekking","Hiking,Photography,Cultural Tour",Gandaki Province,2-4 Days,Medium,Both,A traditional Gurung village with panoramic Himalayan scenery and excellent trekking opportunities.,28.3348,83.8126,dhampusvillage.jpeg
198,Kande,Kaski,Nature,"Hiking,Photography,Nature Walk",Gandaki Province,1-4 Days,Medium,Both,A scenic hill station and popular starting point for short hikes with spectacular Himalayan views.,28.3237,83.8275,kande.jpg
149,Kapuche Lake,Kaski,Trekking,"Hiking,Camping,Photography",Gandaki Province,5-9 Days,High,Both,A beautiful glacial lake reached through a scenic trekking route passing forests and traditional villages.,28.4558,84.1107,kapuchelake.jpg
55,Khopra Ridge Trek,Kaski,"Wildlife,Trekking","Hiking,Camping,Photography",Gandaki Province,10+ Days,Medium,Both,"The Khopra Ridge Trek is a relatively new and less-crowded trekking route in the Annapurna region of Nepal. This spectacular trail offers some of the most breathtaking panoramic views of the Annapurna and Dhaulagiri mountain ranges from its ridge-top vantage points. Trekkers pass through charming villages, terraced farmlands, and lush rhododendron forests teeming with birdlife and wildlife. The highlight is reaching the sacred Khayer Lake, a pristine alpine water body revered by both Hindus and Buddhists. The trail provides intimate cultural encounters with the local Gurung and Magar communities along the way. For those seeking a moderate trek with spectacular mountain views and cultural immersion, the Khopra Ridge Trek is an ideal choice away from the crowds of mainstream routes.",28.4135,83.744,khopra.jpg
150,Kori Danda,Kaski,"Wildlife,Trekking","Hiking,Camping,Photography",Gandaki Province,5-9 Days,High,Both,A scenic ridge offering magnificent sunrise views over the Annapurna and Lamjung Himal ranges.,28.4455,84.1521,koridanda.jpg
201,Naudanda,Kaski,Nature,"Sightseeing,Photography,Nature Walk",Gandaki Province,1-4 Days,Medium,Both,"A scenic hill viewpoint famous for Himalayan panoramas, bird watching, and beautiful sunsets.",28.2868,83.8426,naudanda.jpg
57,Panchase Hill,Kaski,"Trekking,Adventure,Wildlife,Nature","Hiking,Photography,Sunrise Viewing,Nature Walk",Gandaki Province,1-4 Days,Medium,Both,"Panchase Hill is a picturesque viewpoint and hiking destination located between Pokhara and the Annapurna range. The hill offers spectacular sunrise views over the entire Annapurna and Dhaulagiri mountain ranges, with Phewa Lake gleaming in the valley below. Trekkers reach the summit through scenic trails passing through oak and rhododendron forests rich with birdlife and small wildlife. The area features two small lakes that add to the charm of this peaceful natural destination away from Pokhara's crowds. Local villages along the trail provide insight into traditional Gurung culture and hospitality through homestay experiences. Panchase Hill is perfect for day hikers and nature lovers looking for exceptional mountain views without committing to multi-day treks.",28.3027,83.8202,panchase.jpg
148,Sikles Village,Kaski,"Nature,Trekking,Cultural","Hiking,Photography,Sightseeing",Gandaki Province,1-4 Days,Low,Both,"A traditional Gurung village renowned for its culture, hospitality, and stunning Himalayan scenery.",28.3935,84.1096,Siklesvillage.jpg
180,Besisahar Gateway,Lamjung,Nature,"Sightseeing,Photography,Nature Walk",Gandaki Province,1-4 Days,Medium,Both,A popular starting point for trekking adventures in the Annapurna region with scenic river valleys.,28.2348,84.3775,besisahar.jpg
181,Bhujung Village,Lamjung,Cultural,"Sightseeing,Photography,Cultural Tour",Gandaki Province,1-4 Days,Medium,Both,"A traditional Gurung village preserving authentic culture, heritage, and rural mountain lifestyles.",28.3154,84.4345,bhujung.jpg
188,Bulbhule Waterfall,Lamjung,Nature,"Sightseeing,Photography,Nature Walk",Gandaki Province,1-4 Days,Medium,Both,"A refreshing waterfall near the Annapurna trekking route, popular among visitors and trekkers.",28.2986,84.3808,bulbhule.jpg
183,Dudhpokhari,Lamjung,Nature,"Hiking,Photography,Nature Walk",Gandaki Province,1-4 Days,Medium,Both,A sacred alpine lake surrounded by green hills and popular among pilgrims and trekkers.,28.3094,84.5558,dudhpokharitrek.webp
125,Ghalegaun,Lamjung,"Adventure,Trekking,Nature,Cultural,Wildlife","Cultural Tour,Hiking,Mountain Biking,Camping,Photography,Nature Walk",Gandaki Province,5-9 Days,Low,Both,"Ghalegaun is a beautiful Gurung village in Lamjung district. The village offers stunning views of Annapurna, Lamjung Himal, and Manaslu ranges. Visitors can enjoy hiking, mountain biking, and cultural programs. Traditional stone houses and local hospitality are major attractions. The area is peaceful and ideal for nature photography. Ghalegaun combines adventure with authentic village experience.",28.242,84.3745,ghalegaun.jpg
190,Ghanpokhara Village,Lamjung,Cultural,"Sightseeing,Photography,Cultural Tour",Gandaki Province,1-4 Days,Medium,Both,"A traditional Gurung village offering panoramic Himalayan views, local culture, and peaceful surroundings.",28.3348,84.4743,ghanpokhara.jpg
187,Kaulepani,Lamjung,Nature,"Nature Walk,Photography,Sightseeing",Gandaki Province,1-4 Days,Medium,Both,"A quiet hill destination offering beautiful landscapes, fresh air, and scenic Himalayan views.",28.2734,84.4098,kaulepani.jpg
